entity_id,name,address,review_id,review,website,contact
3,"Spize @ Bedok","338 Bedok Rd, Singapore 469516",17,"Have been here couple of times and both times the experience was amazing. Ordered steak and lamb rack. Both the dishes were excellent with steak being of the right temperature and lamb chops being tender and succulent. The Mediterranean sauce on the lamb chops was amazing. The only issue is that it is always pretty full so wait times will be 30 to 40 mins. Plus drinks will arrive much earlier than the food and you will probably finish the drinks before the good arrive, is they can solve for this issue, that will be great.","ccpl.ninjaos.com",63377493
3,"Spize @ Bedok","338 Bedok Rd, Singapore 469516",18,"Even though the food may be pricey in the menu, they are extremely value for money and delicious! The portion is enormous even for their apple juice! Very satisfying meal","ccpl.ninjaos.com",63377493
3,"Spize @ Bedok","338 Bedok Rd, Singapore 469516",19,"First time coming and pleasant surprised and overwhelmed with the huge variety in the menu that offers BBQ seafood, Asian and Western. It is a halal restaurant. The food are all generally nice.","ccpl.ninjaos.com",63377493
3,"Spize @ Bedok","338 Bedok Rd, Singapore 469516",20,"My first time here and I already like the lively atmosphere, especially so now that it's Christmas night. I like how the place just kinda lights up beautifully with the decorations done. I ordered the Roti John and it was a solid 10-15mins before I got it but it is totally worth it","ccpl.ninjaos.com",63377493
3,"Spize @ Bedok","338 Bedok Rd, Singapore 469516",21,"Went here for lunch today (1st Jan 22) and to my surprise the waiting time for food to be served went up to an hour given that our order was not more than a fried rice and hor fun - nothing fancy I would say. Not sure if other food patrons experienced the long wait too. Upon approaching the staff to ask status of my food, I was asked to be patient though the wait was already up to an hour and funny how other tables who came and ordered after us received their food first. I’ve been to Spize @ Rifle Range before and hands down they have the best service by far. Cleanliness, professionalism of staff, fairly good waiting time for food to be ready and etc. If there is one or many things Spize Bedok can improve on, I hope the management will try to look at how Spize Rifle Range operates and deliver the same service too.","ccpl.ninjaos.com",63377493
3,"Spize @ Bedok","338 Bedok Rd, Singapore 469516",22,"Rather poor service and attitude from the staffs. Food wasn't properly prepared, hor fun texture was like rubber, cheese fries taste sour, fried chicken cutlet was dry like a rock=( the one star was for the coke which was well chilled, wouldn't recommended this place unless you have low or no expectations on food and services.","ccpl.ninjaos.com",63377493
3,"Spize @ Bedok","338 Bedok Rd, Singapore 469516",23,"Seems like they care about profits more than anything else. The food quality is not as good as before. Satay gravy is basically water with peanuts. Don't be fooled by the crowds!","ccpl.ninjaos.com",63377493
3,"Spize @ Bedok","338 Bedok Rd, Singapore 469516",24,"Pathetic service. Made eye contact, waved, called out politely but no one took our order.  At least 4 staff walked by and entertained other customers in bigger groups right behind us. Very annoyed with their attitude.","ccpl.ninjaos.com",63377493
4,"The Tipsy Cow @ Katong","315 Tanjong Katong Rd, Singapore 437098",25,"a very warm n friendly lounge ... where thr bar food is great ... pizzas , pastas and lots more ... a great place to chill n relax...","www.quandoo.sg/place/the-tipsy-cow-katong-92902?aid=63",84064949
4,"The Tipsy Cow @ Katong","315 Tanjong Katong Rd, Singapore 437098",26,"Good vibes with good food. Belongs to the tipsy family and done well. Quiet environment, just downside could be less accessible compared to other outlets.","www.quandoo.sg/place/the-tipsy-cow-katong-92902?aid=63",84064949
4,"The Tipsy Cow @ Katong","315 Tanjong Katong Rd, Singapore 437098",27,"Great ambience, Nice food and an exotic sprit collection. One of the nicest places in and around Changi Area. Awesome place to hangout with buddies after a Football game/Cricket Practise.","www.quandoo.sg/place/the-tipsy-cow-katong-92902?aid=63",84064949
4,"The Tipsy Cow @ Katong","315 Tanjong Katong Rd, Singapore 437098",28,"Always walked past this establishment along Tanjong Katong Road and finally decided to enter and give this place a try. And i wasnt disappointed. Ordered what has become my usual order of two pints of Heineken, Tomato and Mushroom Bruschetta and fries. Go in the late afternoon, early evening when the crowds have yet to come in. The service and food is good. Give this place a try.","www.quandoo.sg/place/the-tipsy-cow-katong-92902?aid=63",84064949
4,"The Tipsy Cow @ Katong","315 Tanjong Katong Rd, Singapore 437098",29,"Cozy place to hang out with friends or family. Menu is kid friendly with good selection of pizza and pastas among other things. I had the pizza with prawns and mussels, and the tipsy wings. Both really good! Pizza is freshly made and cooked in brick oven - worth the wait. Pizza base was thin and crispy and loaded with cheese. Chicken wings were tasty and I loved the chili sauce that comes with it. Wide selection of drinks to suit everyone. I had a pint of Kirin while my wife had a frozen margarita. Loved the 80s pop music too.","www.quandoo.sg/place/the-tipsy-cow-katong-92902?aid=63",84064949
4,"The Tipsy Cow @ Katong","315 Tanjong Katong Rd, Singapore 437098",30,"Nice place to chill but food is subpar. Drinks are decent. Service is good and quick. We tried the lamb rack which was overcooked and the pork ribs which were hard. The chicken nachos were too salty.","www.quandoo.sg/place/the-tipsy-cow-katong-92902?aid=63",84064949
4,"The Tipsy Cow @ Katong","315 Tanjong Katong Rd, Singapore 437098",31,"I love the blue cheese chicken here. Ham + creamy blue cheese + chicken, the combo is great! The only reason I keep going back. Drinks selection isn't great for non alcoholics. The ambience is ok, but the cleanliness can be improved by alot. Bits of rubbish can be seen at the floor and sides, can be quite disgusting.","www.quandoo.sg/place/the-tipsy-cow-katong-92902?aid=63",84064949
4,"The Tipsy Cow @ Katong","315 Tanjong Katong Rd, Singapore 437098",32,"It was a lovely place where we listened to some golden english songs from the 80s and 90s. Overall a quiet place to relax and unwind.","www.quandoo.sg/place/the-tipsy-cow-katong-92902?aid=63",84064949
